,placename,placeaddress,placephone,placeinfo,placeintro,openhour,placeimg
54,필라인필라테스,서울 마포구 동교로 250 3층,010-7547-8244,"주차, 무선 인터넷, 반려동물 동반, 국민지원금",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200818_78%2F1597735895763G3OXf_JPEG%2FF8O_OmpsTtOoa2qHYlCVPJTI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200818_111%2F1597735726078n42cW_JPEG%2FDQSv57h8ilwMkRw0IfQ9yol9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200818_85%2F1597735751072o5iq9_JPEG%2FusATPns5CoW_Gnspo0JKquYH.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200818_141%2F1597735793952efU4P_JPEG%2Fr7FGzTVfW-ihPcx2hbCTUhB_.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200818_61%2F1597735702889nFgXB_JPEG%2FBNSOEBBtBsaiIL6noBvIjiCf.jpg"""
55,원 필라테스,서울 마포구 신촌로 264 3층,010-8108-6367,"주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 장애인 편의시설, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금",,평일 08:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210618_239%2F1623945087876nsjUB_JPEG%2Fr1pQ8G3dLepevqE30EBluouO.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210902_245%2F16305442457435mQSD_JPEG%2Fm2mHwSFhiZoKFdHeg1TSS76W.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210915_146%2F1631631686380hmAdz_JPEG%2FjA2jJ2pwRlFAuU3g61H63Yli.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210618_179%2F1623945111198YngRT_JPEG%2F8UPW5I-_Y-TaP6jgmrEl8SqK.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210624_261%2F1624464743081UKzLk_JPEG%2FZ8XmNAqm-kARBZh1Y5ECXhiS.jpg"""
56,메디본,서울 마포구 동교로 171 아람빌딩 2F,02-332-7554,"주차, 국민지원금",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_287%2F16172677309487aENc_JPEG%2FPoz72R0hJqi08zJhYlhdPQtU.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_107%2F16172677381023BqFl_JPEG%2F7EQQn6K-xHQR5ugWwmL4QejQ.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_118%2F1617267676236efqaX_JPEG%2FvywPu2jxZrV96sRvR7Jp8Anz.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_8%2F1617267698725lSmMN_JPEG%2FxY3sy8kU7Pbb8CPTJ0ES0_D0.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_5%2F1617267709339NPXQq_JPEG%2FKtt-OTZGJNDM2qtg7v--licD.JPG.jpg"""
57,가온기구필라테스,서울 마포구 서강로 46 2층 가온기구필라테스,010-9674-8626,"단체석, 주차, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금",,주말 10:00 - 20:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_238%2F1630386942578TVlTB_JPEG%2FvxVvizcfX03iEDUxViqBTDLv.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_54%2F1630386796483eFJ3V_JPEG%2FkGh20PtMTLHZYtx2uskmeHKQ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_63%2F1630386797000as8Rw_JPEG%2F49509laT9p0mMRYHk610oRxZ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_146%2F1630386796606E81iH_JPEG%2F2Z6clkmmQ3I3e6myuJBc85H8.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_10%2F1630386796741cek5S_JPEG%2FKMN7zRinM7G4dCI6WYUQRXqz.jpg"""
58,제이핏필라테스 합정점,서울 마포구 양화로8길 17-25,02-335-3680,"무선 인터넷, 남/녀 화장실 구분, 국민지원금",,"평일 09:00 - 22:00 주말,공휴일 휴무","""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180912_221%2F1536739042974xWfRI_JPEG%2FhZWfBNBv_v0CBnfOa9XU3nfi.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181116_246%2F1542294632729YK0M2_JPEG%2F0rJY7q6yJ2S6dUF1vcKMuHMm.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181116_65%2F15422946337205MWKK_JPEG%2FaLJu1qlHRwnaTuNAggXPNmwE.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181116_255%2F1542294632653h1If1_JPEG%2Fud61BT2SDUKmrAoDI_6b0-SQ.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181116_122%2F1542294632620WlK6E_JPEG%2FNheZpC5UWUJtHAktLBfBigXh.JPG.jpg"""
59,핏인라이프 마포공덕점,서울 마포구 독막로 291-5 핏인라이프 3층,0507-1338-8976,"예약, 무선 인터넷, 제로페이, 국민지원금",,평일 07:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210914_75%2F16316070930133uVQp_JPEG%2FKakaoTalk_20210726_123912164.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210914_258%2F1631607092846nGMnB_JPEG%2F%25B1%25E2%25B9%25FC%25BD%25DC_%25B9%25D9%25B5%25F0%25C7%25C1%25B7%25CE%25C7%25CA.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210914_299%2F1631607092972nbpQl_JPEG%2FKakaoTalk_20210826_235046490_01.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201126_267%2F1606379873761W5rpC_JPEG%2FCGmiLQTHGTmoanHTuIcvuHi0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210420_53%2F1618892855838GxbRO_JPEG%2FMBvlkyBC1dshU_7W2-yrB4nN.jpg"""
60,용필라테스,서울 마포구 마포대로 68 701호,0507-1416-8510,"주차, 예약","필라테스 1:1 개인레슨 굿모닝이벤트 1회당 45,000원!오픈이벤트 1회당 49,000원!횟수제한X 선착순 모집중!마포 공덕역에 위치한 1:1 필라테스 개인레슨 전문 센터입니다.마포아크로타워 7층",평일 06:30 - 22:00 1회 체험 35000원,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210326_274%2F1616763502063FBewm_JPEG%2FLPIeQ20GjpCFE6tN7FFu1llW.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210426_139%2F16193653119031LULM_JPEG%2FwYmgFq1H6kD3d6om32rQ8HFa.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210426_46%2F1619365311649mYq0L_JPEG%2FuetcEn3D-7d7izOC87cEjrUK.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210502_202%2F1619923660397715OV_JPEG%2FWGHNYCtbJCcfRdFgYYSGLvdX.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210502_98%2F1619923665602OC79x_JPEG%2FN7FD_cbhwR0SXYuEzx2npl-x.jpeg.jpg"""
61,더온필라테스,서울 마포구 동교로 177-1 3층,0507-1392-0477,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분","더온필라테스 홍대점기구 - 캐딜락,콤비리포머,레더 바렐,체어* 1:1 / 6:1 기구필라테스 수업체형교정 자세교정 다이어트 근력증진100% 기구필라테스 전문 센터입니다.※문의 - 카카오채널 더온필라테스 홍대점 (http://pf.kakao.com/_BIYLxb - 010.9647-4774 (문자문의 가능)편하게 문의 주세요~",매일 09:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210319_67%2F1616134906513AUgCr_PNG%2F61EZ6GJ5Xrm4tDPh_27-aw0X.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210226_202%2F1614329639888iWQgC_JPEG%2F9d4Sqp2I_VaAWpdvLFDNDdLy.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210226_68%2F1614329640796PbReh_JPEG%2Fsjtb3G_HSEr78XgxUEtM-vRZ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210226_164%2F1614329640336d8z54_JPEG%2FP_VwkD5wqN7vz5zjH8fMxvI_.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210226_106%2F1614329640770dOMua_JPEG%2FlXQv_SPD6T3-jTjYYJOGSfOp.jpg"""
62,필라테스욜로,"서울 마포구 연남로 1 3,4층",0507-1309-3384,"주차, 남/녀 화장실 구분, 제로페이, 국민지원금",,평일 08:00 - 22:30,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201023_273%2F1603447228178z8bS8_JPEG%2FgIGCV6u9whlVjpTbq_GJNKXY.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200922_82%2F1600763408550Pabgw_JPEG%2FIkmrS7GUYBzgQYoKkFF4zdmf.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200923_249%2F1600850533564iTqwJ_JPEG%2FmKwA9Kw7C3eeOjgE5UTNfcVs.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200922_123%2F16007634415210mn27_JPEG%2FSHt8Fwgz8xDcJycMndBG6QZx.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200922_244%2F1600763418623NegXX_JPEG%2FSCtkghCoQQmBxbpcqbHh-3Ez.jpg"""
63,케어필라테스 마포합정점,"서울 마포구 월드컵로1길 14 마포한강푸르지오 204,205호",0507-1401-1115,국민지원금,,,
64,바른필라테스,서울 마포구 대흥로 169 3층,010-3374-2882,"주차, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금",,공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_207%2F1620835076362zvYVl_JPEG%2FubxMbZLJA24ujSC4JMAlh48d.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210603_228%2F1622692682039pMy3i_JPEG%2FbYESoghptclHVUCdA9ldB-fH.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210729_130%2F1627554858255Dqu1L_JPEG%2FWfB5gcGEw3xiVwGfOlkvVwZI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210505_1%2F16201488922465p81K_JPEG%2FktwnlQR36BhyhPsdFRUoFPqX.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210505_298%2F1620183735595zBcfq_JPEG%2Fp4QaXxXeapvsPcqLIRj0-INc.jpg"""
65,르바디필라테스 공덕점,서울 마포구 마포대로 143 파크펠리스2 상가2층 229-232호,0507-1405-2860,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,주말 08:00 - 15:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160725_49%2F1469429095268N0ClK_JPEG%2F176675557473464_0.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160725_206%2F146942909534769WPC_JPEG%2F176675557473464_1.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160725_108%2F1469429095454dNPHE_JPEG%2F176675557473464_2.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160725_245%2F1469429095524ArIbz_JPEG%2F176675557473464_3.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160725_34%2F1469429095581CqHVc_JPEG%2F176675557473464_4.jpeg"""
66,옌필라테스 마포점,서울 마포구 토정로35길 26 효빌딩 3층 옌필라테스,0507-1322-7873,"주차, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금","[옌필라테스 마포공덕점]은 기구필라테스 1:1 개인, 2:1 듀엣 수업으로만 진행되는 프라이빗 스튜디오 입니다^^샤워시설 완비 / 중부여성센터,염리공영주차장 주차비 지원첫 방문시 체형분석을 통한 자세한 상담을 통해, 회원님께 가장 잘 맞는 맞춤형 프로그램을 제공합니다.소규모 인원으로 진행되는 개인 프라이빗 센터로 필라테스를 더 정확하고 안전하게 운동하실 수 있도록 최고의 전문 강사진이 함께 하겠습니다. <건강하고 아름다운 바디라인을 옌필라테스와 함께 만들어보세요>자세교정/ 다이어트/ 근력강화/ 통증완화/ 산전산후필라테스/ 골프필라테스/ 키즈필라테스/ 실버필라테스/ 웨딩케어",평일 07:00 - 22:00 토요일 am09:00 - pm15:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201013_124%2F1602564484807v3jYU_JPEG%2FqpxCMh8sm-czbLoPCnZgxT6w.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201103_197%2F1604392627505tJ4GV_JPEG%2Ftlvay3rJmypYi8YCWfWDZ82c.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201103_291%2F1604392224435ku0uV_JPEG%2FedLjvkbj57LTUTaJh9lv6Jmw.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_10%2F1604160291171hFhIq_JPEG%2Fimage.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201022_44%2F1603302683960MJelB_JPEG%2FtzxT4A4BgM7MQgzKF6T6NrbI.jpeg.jpg"""
67,에스바디워크필라테스 망원점,서울 마포구 월드컵로 74 원천빌딩 지하1층,0507-1311-9609,"주차, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형)",,일요일 휴무,"l(""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20200103_94%2F1578025479989NLRPG_JPEG%2Ff181a10c-2de0-11ea-a200-505dac8c35ff_03.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200522_40%2F1590154271209xgQd3_PNG%2FiU5Y2m2WTTHGSqI67Met83-S.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200522_83%2F1590154280146efrEE_PNG%2Fe6FSb_K3lDAQvOPtyHTq9hD2.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_223%2F16292548660402Rgzq_JPEG%2FsV7Di6eaNTBdEyGQED7lm3Wy.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_129%2F162925486600651KV7_JPEG%2F46X7TUlc-eOtV_omqs1oMr4b.jpg"""
68,여우공간 필라테스 신촌점,서울 마포구 백범로 13,0507-1312-8086,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",,평일 10:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_226%2F1592381448053vu0Yz_JPEG%2F%25BF%25A9%25BF%25EC%25B0%25F8%25B0%25A3_%25B7%25CE%25B0%25ED.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_10%2F1550720222886Bd9ji_JPEG%2FadlAFb9EVw8tbHOXlMA5ViTU.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_217%2F1550720231019A8q6E_JPEG%2FlfOwk7GPouh369OVJY10BAL4.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_9%2F1550720238290HY3bS_JPEG%2FIeXsrIp1eLGaZ4H2n915krX0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190221_177%2F1550720242344KQvLI_JPEG%2Fp4aL-PTU_P2FIQQeNlg5M0nU.jpg"""
69,머슬케어필라테스 홍대점,서울 마포구 신촌로4길 18 3층,0507-1488-0012,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금","머슬케어필라테스 홍대점은 해부학적 운동 매커니즘을 통한 건강하고 올바른 체형교정, 재활운동, 다이어트 전문 스튜디오 입니다.통증이 있는 곳엔 반듯이 원인이 있고, 실제 만성인 경우 그 아픈 부위보다 다른 곳에 원인이 있는 경우가 대부분입니다. 선수 트레이닝 전공의 원장님이 직접 운영하며 선수 뿐 아니라 일반인들의 재활프로그램을 제공 하고 있습니다. 동작을 흉내내는 것이 아니라움직임을 느끼고, 문제가 되는 부분의 대한 패턴을 수정하는 움직임을 최적화 하는 머슬케어필라테스 홍대점입니다.https://www.instagram.com/musclecare.areum",평일 10:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_79%2F1544681561052CiAu3_JPEG%2F-rF4IoEP5G7NOmSA24cVTWmp.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_196%2F1544681561126cLtq8_JPEG%2FrGOm3N4GK7sbbBFvM7gMSXst.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_240%2F1544681561163WtG9k_JPEG%2FA7ZL9rymb9hDAlunubGfT11X.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_177%2F1544681561171dNA9E_JPEG%2FxZkxZcZEEcCgPBPHfC7uCrvM.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_116%2F1544681561192xqoDU_JPEG%2Fkyj89I09RnFXELtwtTsTEXfn.jpg"""
70,마이크로스튜디오 아현점,서울 마포구 마포대로 201 마포트라팰리스2차,02-364-2025,"주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금",,"평일 07:00 - 23:00 주말,공휴일 휴무","""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_139%2F1503464921361s5GX1_JPEG%2Fg7uvWjfl3WnjDeQ54myI_gER.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_17%2F1503464933954RxFzs_JPEG%2Fer4r4tthGY22AfPpu0S73MsN.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_198%2F1503464933976prf9w_JPEG%2FZgaV-InWWa12Dpwe5Z07yVZQ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_200%2F1503464935343ybYEc_JPEG%2F1tZPWJcPKXjk2787ywX9ceb9.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_245%2F1503464935425PArwd_JPEG%2FpQM5ab5uW4Ee0P5nx5RWo2FT.JPG.jpg"""
